citation_key,arxiv_id,title,year,categories,published,decision,reason,pass2_evidence,dossiers,formal_supersession,review_status,url
Li2026HoneytrapDeceivingLarge,2601.04034,HoneyTrap: Deceiving Large Language Model Attackers to Honeypot Traps with Resilient Multi-Agent Defense,2026,cs.CR;cs.AI,2026-01-07T15:47:28Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security;software-for-llm,no,adjudicated,https://arxiv.org/abs/2601.04034
Saber2026LargeLanguageModels,2601.04443,Large Language Models for Detecting Cyberattacks on Smart Grid Protective Relays,2026,cs.CR;cs.LG;eess.SP,2026-01-07T23:12:03Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.04443
Zhang2026AdaptevalBenchmarkEvaluating,2601.04540,AdaptEval: A Benchmark for Evaluating Large Language Models on Code Snippet Adaptation,2026,cs.SE;cs.AI,2026-01-08T03:13:20Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2601.04540
Nabeel2026DeepDiveInto,2601.04553,Deep Dive into the Abuse of DL APIs To Create Malicious AI Models and How to Detect Them,2026,cs.CR,2026-01-08T03:30:20Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.04553
Yu20264DAreBridging,2601.04556,4D-ARE: Bridging the Attribution Gap in LLM Agent Requirements Engineering,2026,cs.SE,2026-01-08T03:36:06Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2601.04556
Cunningham2026ConstitutionalClassifiersEfficient339d8b2,2601.04603,Constitutional Classifiers++: Efficient Production-Grade Defenses against Universal Jailbreaks,2026,cs.CR;cs.AI,2026-01-08T05:16:12Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2601.04603
Kumar2026AiSafeguardsGenerative,2601.06197,"AI Safeguards, Generative AI and the Pandora Box: AI Safety Measures to Protect Businesses and Personal Reputation",2026,cs.AI;cs.CR,2026-01-08T06:58:42Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.06197
Chang2026KnowThyEnemy,2601.04666,Know Thy Enemy: Securing LLMs Against Prompt Injection via Diverse Data Synthesis and Instruction-Level Chain-of-Thought Learning,2026,cs.AI;cs.CR,2026-01-08T07:25:27Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2601.04666
Yu2026DefenseAgainstIndirect,2601.04795,Defense Against Indirect Prompt Injection via Tool Result Parsing,2026,cs.AI;cs.CL;cs.CR;cs.MA,2026-01-08T10:21:56Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2601.04795
Nijdam2026CurricullmDesigningPersonalized,2601.04940,CurricuLLM: Designing Personalized and Workforce-Aligned Cybersecurity Curricula Using Fine-Tuned LLMs,2026,cs.CR;cs.AI,2026-01-08T13:43:15Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2601.04940
Kampourakis2026KnowledgeDataLlm,2601.05022,Knowledge-to-Data: LLM-Driven Synthesis of Structured Network Traffic for Testbed-Free IDS Evaluation,2026,cs.CR,2026-01-08T15:31:33Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2601.05022
M2026CyberThreatDetection,2601.06213,Cyber Threat Detection and Vulnerability Assessment System using Generative AI and Large Language Model,2026,cs.CR;cs.AI;cs.LG;cs.SE,2026-01-08T19:19:54Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2601.06213
Das2026MultiTurnJailbreaking,2601.05339,Multi-turn Jailbreaking Attack in Multi-Modal Large Language Models,2026,cs.CR;cs.AI,2026-01-08T19:37:22Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2601.05339
Banerjee2026DafnyproLlmAssisted,2601.05385,DafnyPro: LLM-Assisted Automated Verification for Dafny Programs,2026,cs.SE,2026-01-08T21:16:55Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2601.05385
Li2026KnowledgeDrivenMulti,2601.05445,Knowledge-Driven Multi-Turn Jailbreaking on Large Language Models,2026,cs.CR;cs.LG,2026-01-09T00:27:08Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.05445
Wang2026JailbreakingLargeLanguage,2601.05466,Jailbreaking Large Language Models through Iterative Tool-Disguised Attacks via Reinforcement Learning,2026,cs.CR;cs.AI,2026-01-09T01:41:39Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.05466
Shinde2026StelpSecureTranspilation,2601.05467,STELP: Secure Transpilation and Execution of LLM-Generated Programs,2026,cs.SE;cs.AI,2026-01-09T01:49:41Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security;llm-software,no,adjudicated,https://arxiv.org/abs/2601.05467
Peters2026EvaluatingUseLlms,2601.05502,Evaluating the Use of LLMs for Automated DOM-Level Resolution of Web Performance Issues,2026,cs.SE;cs.AI,2026-01-09T03:21:49Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2601.05502
Yang2026FinvaultBenchmarkingFinancial,2601.07853,FinVault: Benchmarking Financial Agent Safety in Execution-Grounded Environments,2026,cs.CR;cs.AI,2026-01-09T03:25:45Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2601.07853
Sunil2026MemoryPoisoningAttack,2601.05504,Memory Poisoning Attack and Defense on Memory Based LLM-Agents,2026,cs.CR;cs.MA,2026-01-09T03:26:10Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.05504
Tan2026LidlLlmIntegration,2601.05539,LIDL: LLM Integration Defect Localization via Knowledge Graph-Enhanced Multi-Agent Analysis,2026,cs.SE,2026-01-09T05:47:59Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2601.05539
Bodicoat2026UnderstandingLlmDriven,2601.05542,Understanding LLM-Driven Test Oracle Generation,2026,cs.SE;cs.AI;cs.LG,2026-01-09T05:51:35Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2601.05542
Foalem2026EmpiricalStudyPolicy,2601.05555,An Empirical Study of Policy-as-Code Adoption in Open-Source Software Projects,2026,cs.SE,2026-01-09T06:12:40Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.05555
Xie2026RiseRuleDrivenb013866,2601.05579,RISE: Rule-Driven SQL Dialect Translation via Query Reduction,2026,cs.DB;cs.AI;cs.CL;cs.SE,2026-01-09T07:00:44Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2601.05579
Liu2026ContinualPretrainingEncrypted,2601.05635,Continual Pretraining on Encrypted Synthetic Data for Privacy-Preserving LLMs,2026,cs.CR;cs.CL,2026-01-09T08:44:07Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.05635
Alobaid2026EchoChamberMulti,2601.05742,The Echo Chamber Multi-Turn LLM Jailbreak,2026,cs.CR;cs.AI,2026-01-09T11:46:32Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.05742
Yang2026AutomonitorBenchEvaluating,2601.05752,AutoMonitor-Bench: Evaluating the Reliability of LLM-Based Misbehavior Monitor,2026,cs.CL;cs.SE,2026-01-09T12:09:45Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2601.05752
Lin2026VigilDefendingLlm,2601.05755,VIGIL: Defending LLM Agents Against Tool Stream Injection via Verify-Before-Commit,2026,cs.CR;cs.AI,2026-01-09T12:19:49Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2601.05755
Khan2026MultiAgentFramework,2601.06232,Multi-Agent Framework for Controllable and Protected Generative Content Creation: Addressing Copyright and Provenance in AI-Generated Media,2026,cs.CR;cs.AI,2026-01-09T12:29:20Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2601.06232
Li2026StriderspdStructureGuided,2601.05772,StriderSPD: Structure-Guided Joint Representation Learning for Binary Security Patch Detection,2026,cs.SE;cs.CR,2026-01-09T12:55:29Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.05772
Guo2026EetExperienceDriven,2601.05777,EET: Experience-Driven Early Termination for Cost-Efficient Software Engineering Agents,2026,cs.SE,2026-01-09T13:01:49Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2601.05777
Lin2026SsrSafeguardingStaking,2601.05827,SSR: Safeguarding Staking Rewards by Defining and Detecting Logical Defects in DeFi Staking,2026,cs.SE,2026-01-09T15:01:41Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2601.05827
MayoralVilches2026CybersecurityAiGame,2601.05887,Cybersecurity AI: A Game-Theoretic AI for Guiding Attack and Defense,2026,cs.CR,2026-01-09T16:06:10Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.05887
Li2026AgenticLlmsAs,2601.05918,Agentic LLMs as Powerful Deanonymizers: Re-identification of Participants in the Anthropic Interviewer Dataset,2026,cs.CR;cs.AI;cs.CY,2026-01-09T16:32:33Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2601.05918
King2026CybergfmGraphFoundation,2601.05988,CyberGFM: Graph Foundation Models for Lateral Movement Detection in Enterprise Networks,2026,cs.CR;cs.LG,2026-01-09T18:08:47Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.05988
Selvanayagam2026SelfAdmittedTechnical,2601.06266,Self-Admitted Technical Debt in LLM Software: An Empirical Comparison with ML and Non-ML Software,2026,cs.SE,2026-01-09T19:25:48Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2601.06266
Ghose2026AutomatedQorImprovement,2601.06268,Automated QoR improvement in OpenROAD with coding agents,2026,cs.SE;cs.AI,2026-01-09T19:30:02Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2601.06268
Jain2026AutomatedGenerationAccurate,2601.06276,Automated Generation of Accurate Privacy Captions From Android Source Code Using Large Language Models,2026,cs.SE;cs.CR,2026-01-09T19:41:28Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security;llm-software,no,adjudicated,https://arxiv.org/abs/2601.06276
Bhardwaj2026BeyondBeautifulsoupBenchmarking,2601.06301,Beyond BeautifulSoup: Benchmarking LLM-Powered Web Scraping for Everyday Users,2026,cs.CR;cs.AI;cs.SE,2026-01-09T20:34:28Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.06301
Chemo2026FoundationalAnalysisSafety,2601.06335,Foundational Analysis of Safety Engineering Requirements (SAFER),2026,cs.SE;cs.AI,2026-01-09T22:13:35Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2601.06335
Bogavelli2026EvaluatingRobustnessLarge,2601.06341,Evaluating Robustness of Large Language Models in Enterprise Applications: Benchmarks for Perturbation Consistency Across Formats and Languages,2026,cs.LG;cs.AI;cs.SE,2026-01-09T22:26:31Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.06341
Kalvakuntla2026SmartPrivacyPolicy,2601.06357,Smart Privacy Policy Assistant: An LLM-Powered System for Transparent and Actionable Privacy Notices,2026,cs.CR;cs.AI,2026-01-09T23:42:59Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.06357
